id,term,int_rate,installment,grade,dti,earliest_cr_line,open_acc,revol_bal,revol_util
88a7c8ab-263b-4ad9-b4ed-78439bc72faa,60 months,21.98,738.51,E,15.54,31,7,5424.0,74.3
57a8b564-efd5-4059-ab88-4698bd7d9d92,60 months,17.57,754.81,D,15.13,12,24,16732.0,93.5
6c3667cd-6f20-4c24-a246-4368f7e05259,36 months,18.06,347.36,D,20.69,6,11,9099.0,30.5
5c939fcb-766b-4045-a59e-99eca47c66a7,36 months,10.99,654.68,B,31.92,38,11,22400.0,78.3
374798f4-3285-4719-a38a-dab42eea0255,36 months,10.49,162.49,B,16.73,12,11,3401.0,66.7
9b8732e2-7f25-4418-80fa-f7f3d8df2a7e,36 months,20.49,187.07,E,30.77,20,11,13070.0,69.2
c364d83d-65b1-40ba-9805-9d1684eb3dc2,36 months,18.99,366.51,D,7.43,11,5,2276.0,16.0
bbcaa386-1f7a-4aae-83bc-97f915126235,60 months,14.65,283.28,C,14.72,22,9,7104.0,69.0
5d0d103b-2b4c-4098-b3ec-bc871a26d597,60 months,18.25,365.72,D,25.33,45,12,6158.0,22.0
3934223f-5d31-4d84-806e-ba823f5d99a9,60 months,22.15,872.69,E,13.79,21,9,3208.0,51.7
38b31d5a-a4b6-4e60-a590-1dc3efa8ad7c,36 months,9.75,578.7,B,22.97,17,11,10043.0,70.0
b725955e-1c28-439f-b2b3-03e4ac32b66c,36 months,7.35,310.38,A,26.86,24,10,14017.0,33.4
f2246434-a393-4f3b-b91a-4b90667d37a6,36 months,10.99,392.81,B,21.37,20,11,10746.0,57.8
f8d1f16e-749c-46e2-83d9-16906f7271e8,36 months,13.33,338.54,C,27.52,26,8,13627.0,65.8
b45037ec-b7de-4704-88b0-011176bddbbc,36 months,7.39,1242.23,A,18.31,32,18,41398.0,66.2
fdca19da-949f-403f-a5c1-49d702a57f23,36 months,18.75,547.95,D,30.18,19,13,14424.0,46.4
42b86eee-01ca-418b-b49d-0a39a3b12109,60 months,15.04,357.17,C,5.96,18,11,4280.0,46.0
31be4c93-7334-4fcb-9134-521cf4d9ab3c,36 months,7.49,311.02,A,13.28,21,8,7417.0,41.4
55522c35-d587-4573-a7bb-c639a3c27082,36 months,16.99,319.94,D,26.87,13,8,3132.0,44.1
b4561006-2838-4c45-b84b-e02ed75c0e21,36 months,23.43,258.92,F-G,18.67,15,7,483.0,15.6
aaf5e4f9-63ff-4d6b-bbc7-c4d83fb3fcc6,36 months,8.39,378.2,B,4.41,18,4,11960.0,101.4
d714d05d-6b0a-4663-8a65-bfc2e4d72207,36 months,9.92,154.71,B,0.8,8,5,2696.0,11.0
d06cfb27-4974-49c3-87d0-ec6041079b1a,36 months,11.99,451.65,B,7.07,28,5,8610.0,69.4
6bb293d2-4a37-4f09-bfec-026fa999791f,36 months,15.61,347.9,C,20.72,18,11,14015.0,82.0
1dd48bf2-4098-4d5e-a954-cb5f6cd45347,36 months,18.49,305.75,D,14.2,14,11,3245.0,30.0
c282ed3a-3349-4ea6-bb09-420e038f4408,36 months,13.59,217.47,C,11.17,10,8,6795.0,47.9
8265078c-777b-4588-b9d4-2dbb1d00bdb8,36 months,10.99,229.14,B,23.71,23,15,6815.0,39.6
bf0e9236-4a9f-4c73-8da1-8b74d02bd0bf,60 months,17.1,597.76,C,27.6,19,6,4932.0,79.5
271c6d9d-aca2-4717-afa0-28ef671d6a46,36 months,7.89,547.5,A,17.82,37,21,41583.0,21.0
46a79894-87fb-4121-980f-933abc8ffa89,36 months,9.99,1043.7,B,22.05,43,11,1143.0,4.4
010b54eb-f933-41db-b2fc-5511eb69210c,36 months,10.64,879.35,B,27.03,28,15,9434.0,33.7
80178454-bb43-43df-87da-2cc744b7663e,60 months,17.77,454.84,D,8.4,24,6,13215.0,31.8
aea80aa5-4b75-4f5f-be67-59359933217c,36 months,14.16,342.56,C,18.44,23,13,12087.0,85.1
0c4ac8d2-39b3-40e2-a747-a11928b7c97c,36 months,14.46,145.35,C,27.03,13,7,1625.0,25.0
0bcdca34-046a-43ed-ab22-08a382f14b41,36 months,14.64,344.9,C,25.28,18,14,10564.0,58.7
abd19cf9-b829-4a5a-92e6-3a4434e08489,60 months,18.06,432.25,D,24.13,17,13,18898.0,49.3
45332621-f59c-4b37-8901-4da992e1e6c5,36 months,11.99,1023.69,B,12.68,18,7,38754.0,85.2
33035816-0528-41e0-8c74-4afeb101ce36,36 months,11.49,395.66,B,24.02,14,7,12634.0,87.1
b4060730-b028-4819-b9b4-7edfe90c0d79,36 months,19.52,1107.59,E,9.6,21,8,1807.0,39.2
928001f5-9ba6-4475-b2a1-87c499ccf888,36 months,24.5,47.4,F-G,23.25,17,30,15304.0,91.6
b37d3a74-1767-42ed-a4c2-e9051aa85c1a,60 months,16.24,855.61,C,20.65,20,13,53254.0,83.1
ebcd01cc-6e94-43ea-8d6e-63ac4f995c17,60 months,14.03,558.82,C,15.17,20,14,102254.0,31.2
65de47cc-dfdd-4c43-800b-987ed80b6585,36 months,12.29,161.77,C,10.8,12,8,7095.0,83.5
f296ee12-1a0b-4bf6-81da-fefb433e43e8,36 months,12.62,100.54,C,6.92,30,8,8063.0,80.6
3594a461-c454-47ba-8b6e-a998f8cc0f5a,60 months,14.3,374.79,C,10.31,19,14,18033.0,42.3
2fa1b837-9473-4246-9f2e-764d26760f33,36 months,11.99,697.41,C,10.84,16,5,6894.0,93.2
1389540e-5b15-4aa8-a7e0-41c758948dee,36 months,16.29,189.74,C,27.88,20,10,13702.0,78.7
fe4259f7-95d8-4314-936a-087031aec569,36 months,6.68,614.62,A,23.07,23,12,48000.0,55.7
3941fa3a-bfb3-4952-8c3e-57867aa62f3f,36 months,10.99,818.35,B,14.92,17,19,38633.0,57.5
1e8fd082-2f1e-44e2-9630-aa0b220b1803,60 months,21.99,491.52,F-G,18.4,18,6,13688.0,72.4
6b32b165-7eb0-4b59-9da2-a333be3b9cb7,36 months,9.17,669.46,B,15.55,19,19,21062.0,35.0
3025dd4f-a04b-42e6-a3b1-34a52845866a,36 months,17.99,835.91,D,21.94,29,12,6743.0,30.2
1ba4f92f-2f4a-4458-b26d-f773ca5db14c,36 months,11.47,791.09,B,27.26,31,9,11651.0,48.1
d39ea4ae-8fe8-4f65-92cf-481b136106d4,36 months,11.49,692.4,B,13.22,17,16,17589.0,48.7
233f2144-ec48-4199-b3f5-0a386f44b926,36 months,17.77,432.45,D,31.1,18,20,16703.0,61.3
5c781d44-a68e-428f-a51c-420b814b6a1a,36 months,17.86,678.35,D,11.88,27,6,17036.0,76.1
f3e696be-275d-44c8-8678-4f677c8643b5,60 months,10.42,643.63,B,10.3,34,43,41726.0,23.8
5b1376dd-223d-4a09-882f-1547ab03b8a9,36 months,13.49,373.24,C,22.21,15,7,7873.0,40.6
0834f918-ec80-4d01-8cae-e90f70fe9028,36 months,8.59,379.32,A,9.51,27,7,11909.0,45.3
9ffa40fb-6f45-4b81-946e-081c961666a3,36 months,15.05,34.69,C,31.37,13,12,17459.0,60.0
71d5fae2-7910-42e1-be1f-967f016041ac,36 months,7.07,173.1,A,29.9,24,21,739.0,2.1
c90c68dd-7588-4bd9-9564-4ddc8250b0b2,36 months,13.49,271.45,C,11.96,22,23,5091.0,45.9
4e91df5a-1a3d-459c-bc62-ad47b664715b,36 months,11.99,149.45,B,13.75,17,10,7584.0,29.2
4869ab0b-1a09-4cd1-bd89-a6c8bc1944df,36 months,7.89,398.9,A,11.36,18,13,12094.0,57.0
66278a3b-71d9-4e10-b0d2-35ecdd34e35b,60 months,10.42,858.18,B,19.09,14,10,6092.0,12.5
5faa9762-0d0d-4252-9af3-b8d1748c1f23,36 months,14.49,275.33,C,14.23,32,10,8284.0,65.2
ec91b784-7dc8-4b3f-870a-3f0f2df88d5e,36 months,5.32,578.21,A,27.64,24,22,26238.0,35.5
36e4dc74-5c1b-4e97-bae3-1332473660cf,36 months,14.03,778.73,C,22.11,39,8,16148.0,35.0
a5eec2fe-2a06-4a7a-b2ab-6ca0b26ca2c7,36 months,12.39,246.34,C,39.32,13,15,8957.0,60.1
badac83c-f59f-4baf-8cce-b04ea741ab3a,36 months,10.75,1141.72,B,9.47,15,20,24151.0,40.9
b059b1a0-53e2-48dd-88cf-fe863d8a20b0,36 months,15.02,624.16,C,14.8,27,12,12001.0,62.5
7183b8eb-cd66-4a7f-866b-22a41d2d94c2,60 months,11.44,307.48,B,20.03,12,10,8141.0,21.7
7b023296-fb7f-4f96-be2f-2f2d5ddffb7f,36 months,15.31,209.78,C,10.6,21,7,3577.0,55.0
2800ffe7-a568-403b-9958-f0d5133d3ba0,36 months,5.32,505.93,A,18.27,20,12,157226.0,42.7
792d7060-c603-4f4a-8def-6b48dabe94a1,36 months,7.35,310.38,A,2.69,13,7,4689.0,16.0
36ded54e-e286-48fd-bd2c-713cda1a4560,36 months,10.15,582.08,B,19.97,21,13,35254.0,63.8
3bfc9afa-faac-42ac-a334-415d0467a664,36 months,21.0,1318.63,E,5.11,34,13,63694.0,85.8
cfdd5643-1b4c-4a8b-9672-feeff3a01c2d,60 months,13.56,921.64,C,12.26,41,19,10193.0,36.0
7feba215-8b28-4b0c-8453-ef68e703af29,36 months,13.68,578.39,C,5.98,28,5,14023.0,71.9
c4f77624-4cc1-4b77-a8c5-dcdff3002551,36 months,9.92,515.68,B,20.82,25,8,19565.0,65.0
d65e6fc3-aa2f-46b6-a39e-ae84a876a4d1,36 months,19.72,310.98,D,9.26,21,9,6397.0,56.1
a77fd40e-4dcf-4a63-a29b-3773984d3fda,36 months,13.59,1087.33,C,19.43,13,11,17514.0,65.4
7bd12c2a-252c-4b1e-9fce-325fa4c66bb9,36 months,9.25,765.99,A,10.51,35,15,28875.0,53.7
538265bb-c7fe-47a9-96aa-cff29155ad96,36 months,9.67,481.69,B,7.81,17,7,14676.0,78.5
9f054c6c-7c8e-4192-9b25-ed0198e32e4c,36 months,7.24,495.8,A,8.38,42,14,14908.0,38.8
19d81f21-3dc3-4790-968f-8c0a3117ed75,36 months,12.79,161.25,C,25.26,22,6,3275.0,26.6
2bf79d88-4fc5-4e72-9154-e185eef89070,36 months,13.11,809.93,B,33.89,47,23,35235.0,75.0
fcd2d3f2-2dd7-496f-b747-a8fbf49a65ef,36 months,16.99,998.14,D,23.3,25,12,36880.0,95.8
19c44099-900d-4bc0-983f-90b30e86850b,36 months,9.75,135.03,B,10.48,16,10,5538.0,26.2
0f808394-4181-4592-901f-55d6687f1f1b,36 months,9.16,478.12,B,17.89,16,8,9626.0,96.0
80bbf45a-d5de-4697-9524-4ca303e6d897,36 months,16.29,211.81,C,32.79,16,20,16715.0,63.8
b9eeeb3e-e1c2-406c-b0ea-9cca008f37e1,36 months,18.54,639.24,E,10.69,23,11,8530.0,79.0
bcf1436a-dc2d-4d31-a9fe-33aecc06eef9,36 months,9.75,385.8,B,9.35,15,14,11097.0,93.3
86181617-00d3-49e9-bfc1-b41066c04316,36 months,10.75,440.38,B,14.88,17,14,20386.0,68.6
38c8da07-7189-49ca-86bd-24378fccffe7,36 months,11.47,329.62,B,15.17,16,10,12691.0,61.3
4a00716b-1d03-49fe-a51e-9206fca1e3d7,60 months,17.99,406.21,D,4.92,16,10,7.0,0.0
2b92af3a-c207-447a-98e3-cff99574733d,36 months,9.99,193.58,B,12.8,20,9,5163.0,53.2
6fe8397b-e401-44f7-812d-f7e48c981bd9,36 months,6.62,460.56,A,21.83,33,17,53850.0,59.2
7e1d7d04-fd51-4ea3-a82a-54dbcd60307c,36 months,8.39,189.1,A,33.98,23,15,7609.0,50.1
aa791592-9206-4117-a21a-6ef1ecb60013,36 months,7.89,469.29,A,1.29,13,15,8309.0,41.8
7d0d9ce1-8986-47ef-8f63-d21ca7ee423a,36 months,15.31,451.76,C,25.48,35,10,5024.0,58.0
d82a79fd-92d4-4b5c-b1db-3eaefc6a42e5,36 months,17.57,190.47,D,3.96,24,5,26219.0,93.6
92cde2f6-d998-4c5a-997b-4faba9c1b22f,36 months,6.49,490.32,A,12.62,10,8,7172.0,74.7
f179bdd9-9563-42c2-bcb3-1b80c93ac460,36 months,18.99,1172.84,E,24.74,20,20,6840.0,72.8
733dc84c-3d5d-40b2-b428-c1019fee52a1,36 months,8.59,474.14,A,12.49,19,7,4348.0,23.6
f4aff891-beb2-441a-8aa6-3e62e53ee3a8,60 months,18.25,695.69,E,35.32,20,23,21501.0,42.7
77437338-f9e0-439d-8e92-557fbdce3a3b,36 months,14.99,405.53,C,24.57,21,12,18309.0,48.8
bfdc4ca5-3f7c-4b51-92a4-4819559e024a,60 months,17.86,810.16,D,35.7,25,13,42642.0,84.8
1728e38b-d291-4a30-b2b5-9b8fac1b740d,60 months,12.88,680.76,C,6.12,17,14,70228.0,69.0
ad20d064-5621-44ba-ae4d-6b2f15c007c5,36 months,13.44,712.04,C,21.63,18,12,14349.0,74.3
2d827c6b-c106-4458-8681-3b2544ae2e4b,60 months,14.46,564.18,C,19.17,28,9,104192.0,38.8
d02d4e05-1e48-4e0d-9c68-b12085da7769,36 months,8.67,506.35,B,13.52,26,20,5635.0,35.2
f8ad581c-4c44-4123-9c6a-2a9dec5d462a,36 months,12.39,130.27,C,18.96,13,12,9984.0,72.3
b234573b-afbe-4d8f-b1f9-cf825a789543,36 months,11.49,316.53,B,16.09,13,8,5587.0,62.8
f2db7ea3-9686-4002-b5db-1dff7c29b62b,36 months,12.99,471.65,C,12.92,14,6,8326.0,67.7
c150e149-c9d9-4b37-8163-ea76d630929e,60 months,13.99,465.27,C,35.8,17,22,23971.0,45.0
f04160f4-38de-4c37-bae6-3736c997fc4f,36 months,11.99,185.98,B,9.87,51,7,7521.0,35.0
b746f290-bd7d-4eef-97b5-44ac1ddf9a35,60 months,19.97,476.59,D,15.01,21,6,3104.0,88.7
f36fedd7-d17a-4b20-8242-7584dea9b4b7,60 months,12.74,653.16,C,29.2,16,9,45722.0,84.0
a2f40aef-5ec1-4c47-98d1-575c6338ee1d,60 months,16.99,556.58,D,12.51,9,12,8827.0,51.6
afb0756c-a8ce-4f3c-9e53-7ce7705d499d,36 months,13.99,956.84,C,28.6,35,12,9313.0,23.2
47e5005d-d3a9-4035-810f-9e99bd5b7bfe,36 months,16.02,246.17,C,15.12,20,11,6532.0,32.8
2a5bf23e-886e-456b-955b-7e5f39390d2a,60 months,18.94,466.34,D,22.24,14,12,40518.0,68.9
ae24ad22-ff93-483c-a4d2-1ab3795c62f4,36 months,11.49,232.45,B,9.59,31,7,1926.0,43.8
c6966fa7-aae7-41da-bdc0-33ca6afe0c4d,36 months,19.52,1292.19,E,17.61,25,8,3309.0,43.5
97f53b47-2ce7-4eec-aac0-3fb0224b9f5d,36 months,10.99,785.62,B,28.65,36,13,39898.0,55.5
01ead989-81dc-4b51-9bc6-2e2979b8ff3f,36 months,12.49,167.25,B,14.48,29,5,12132.0,44.0
c4ffe3f8-462c-49e2-a684-ad591e832346,36 months,18.75,657.54,D,17.95,14,16,10147.0,88.2
228764b6-b4e4-41b7-ad9f-31bf6269f9c1,36 months,20.2,658.67,D,34.64,21,10,13559.0,91.6
a4613683-b17f-47db-b740-c167edea5926,36 months,7.89,531.86,A,12.9,20,10,15881.0,62.8
7b8475ea-209b-4a00-9253-7629d7840bc5,60 months,12.13,390.43,B,17.44,14,13,14136.0,40.2
eeede3d7-c445-49ab-ae2b-98628c949b71,36 months,9.17,1065.56,B,32.17,29,21,33214.0,67.8
342f0691-cbb7-4f4d-aaec-4fcffd1346b5,36 months,14.99,135.18,C,16.6,29,3,2982.0,71.0
d63455bb-5b1e-4394-9031-9ead8449195a,36 months,10.75,228.35,B,8.19,16,6,5524.0,49.6
ece4e27b-9ff3-4d23-ae3f-58c4587e14b8,36 months,18.92,219.7,D,26.6,12,7,4549.0,40.6
2fcf2f6f-8dea-4ba0-852c-a692d7b7ef34,36 months,10.99,163.67,B,23.0,19,8,8011.0,52.0
0bd1eee7-f688-48a1-910c-8981de2042ed,60 months,17.27,389.97,C,21.29,19,10,11029.0,64.5
bd454c63-cf28-44c4-893f-b735a1ae84d1,36 months,9.17,398.49,B,8.49,18,19,17372.0,32.9
a6083c1b-8e3e-4c7e-90c4-f7912ba5af7a,36 months,15.1,694.29,C,16.52,20,17,23854.0,49.5
bf7f1ced-9eb4-47cf-b65f-faf39f1dfad9,36 months,12.69,838.63,C,29.44,16,14,19121.0,67.1
0b413000-64b0-4665-bac7-f0c6fead3d53,36 months,15.1,277.72,C,23.96,20,22,4332.0,24.1
dd95e0b4-2ab6-46cf-9f54-a99062825d5b,36 months,18.99,733.02,D,17.57,17,11,19457.0,64.2
7dc552dd-cb7e-42c0-a20a-27c89883aecc,36 months,18.49,407.67,D,24.01,22,11,23256.0,90.5
f9674abb-7e40-4927-94fc-d216fa680d67,36 months,11.53,1154.66,B,8.31,17,20,45182.0,66.2
77436dcb-5a3a-4940-867c-2107472bbe5d,60 months,20.99,540.96,E,28.7,28,31,23116.0,46.6
e1683f0a-6a4a-40fb-ae3f-46ee65220666,36 months,7.9,250.33,A,11.48,24,9,6202.0,25.9
58fe8b09-f456-4938-8b00-b6563d12587b,36 months,11.44,329.48,B,15.73,39,13,22170.0,69.5
30f84ab4-834f-4a32-80ab-b3c5f9de27f1,36 months,9.99,322.63,B,11.76,16,9,6260.0,56.9
f396aa22-4d7d-4ca2-8466-aad58a292de2,36 months,12.99,380.69,C,13.46,17,12,8115.0,36.4
0d61c866-28bb-41a9-8f22-7f0b76d5a16f,36 months,7.89,362.92,A,23.01,20,11,16480.0,73.6
208ae52a-b5aa-4e92-9578-757b1d30d19e,36 months,14.52,137.73,C,17.21,15,14,24445.0,68.5
481c15ba-2f93-4e62-834b-c3e8579f30a0,36 months,12.74,503.54,C,33.78,21,16,18870.0,45.4
c8fd865d-67c8-45f6-867c-eb2906b15815,36 months,9.43,281.61,B,29.22,29,41,22921.0,10.8
4791f54b-4c71-4ae0-8bb3-cd711eb06e1d,36 months,10.99,39.29,B,11.33,21,8,978.0,5.3
918d2286-6df2-4a87-aa1e-fa092a4a7722,36 months,16.29,1270.82,D,29.21,21,21,61104.0,84.2
62f46448-9202-4466-9345-d2795abb83bd,36 months,13.99,279.37,C,38.79,16,14,3201.0,31.1
e291206a-d1e1-4db3-baf9-603373e307e2,36 months,13.33,947.89,C,2.64,23,21,124817.0,2.7
5c27b695-68ad-4a33-a5d7-2ba34502c4b0,36 months,7.62,193.21,A,13.03,43,17,2876.0,5.5
146d20dd-04a7-4ddb-873e-0390c5dc0ee0,60 months,15.59,433.82,D,22.98,15,10,7865.0,49.5
d1988ef9-c9a1-4a3a-8a4c-20e8841f5b4e,60 months,12.99,318.48,C,14.26,19,8,5612.0,83.8
5b068078-62dc-4f9f-92d3-aac4135ebcbe,36 months,7.26,743.91,A,24.36,45,27,36948.0,48.1
c7e8f366-faf6-401f-a080-ed3db9f7bc74,60 months,16.02,729.87,C,24.77,23,13,131608.0,76.3
f7807a12-aede-480f-b949-12c6a2a99093,36 months,16.78,177.72,C,21.55,28,4,10773.0,64.2
0fc9b49c-3014-449b-9fad-8b770a9e57d1,36 months,15.05,138.76,C,32.67,25,25,39160.0,38.4
38ab550d-c88a-4655-af53-17910c304de0,36 months,12.49,401.39,B,15.9,24,10,18895.0,93.5
df49c9a8-a366-45a8-aae5-3b0f3f86769e,36 months,13.59,176.69,C,2.34,24,6,5283.0,65.2
66880b84-255c-4174-8d65-19ba37acc5a2,36 months,16.29,105.91,D,18.56,17,15,10299.0,36.4
60cc91bb-7568-4af1-958d-af3f8e6d97e5,36 months,7.24,232.41,A,10.17,16,8,13163.0,45.5
24518bd4-181a-4ebb-8df9-982dc056f0a9,36 months,7.69,343.13,A,12.92,24,9,10237.0,44.1
270d5b9b-90af-4311-aa55-55621bced13d,60 months,11.99,778.38,C,37.5,34,41,76159.0,67.0
7a939f2e-8d1b-4112-861d-d72a963e4227,36 months,12.61,268.06,C,0.5,17,6,561.0,8.0
066157b7-e0a1-49c7-a6c4-6310e81d45f6,36 months,12.99,141.5,C,3.81,19,5,3197.0,51.6
636af152-9c08-4eb7-a4df-97dfff37b26a,36 months,23.99,1372.97,E,22.73,25,6,9748.0,81.2
5aa1ca64-3e87-48dd-b48a-8fccda4db567,36 months,14.33,858.46,C,27.47,18,14,27528.0,57.7
36325cff-6480-462f-b577-49d7d93b4ec2,36 months,15.59,76.91,C,28.9,13,23,11399.0,26.4
9ea58b90-db5f-4cf9-a8ab-366c6bb91f72,36 months,6.39,183.6,A,17.33,20,11,5066.0,25.5
38c9b696-fed3-4a30-a473-203f20fe7245,36 months,11.99,66.42,C,25.3,26,11,46587.0,30.8
94c691c1-b102-4597-8c0c-2bd755b94b8e,60 months,13.98,651.23,C,12.11,40,12,48584.0,83.6
3b07d4e4-d58c-4679-b8b9-436d8979c5f3,36 months,10.99,491.01,B,14.77,10,13,5423.0,20.7
787f9e90-2c1f-4c83-84f7-5d85b7243d26,60 months,11.44,702.8,B,17.71,23,13,11571.0,14.6
8f80bc51-58dc-470b-9756-4df922ec74a2,36 months,7.89,250.29,A,7.11,18,7,7123.0,23.3
7ae84eba-a350-4eec-b7d1-3d6de03beac7,36 months,11.53,527.85,B,30.49,16,9,26286.0,54.3
142bc18a-9667-4d61-aa73-28afc7233559,36 months,19.99,111.48,D,25.02,20,9,15554.0,68.5
333e57bc-5e4a-443d-a749-f3c3cfa383b7,60 months,22.45,390.26,E,17.49,22,7,2199.0,37.9
7b2ee6fb-e33f-42bf-bbc8-30f2da182b1a,36 months,7.89,625.72,A,15.98,13,12,26845.0,55.6
0dedcd87-a41c-493d-b205-d4d01c997a4c,36 months,11.53,494.86,B,21.04,10,18,15155.0,58.3
e25bcd97-e250-4973-a59b-dfac78660d05,36 months,13.59,169.9,C,9.08,16,15,15420.0,28.6
11bbce85-828e-434e-a66b-ccb47d3d2d65,36 months,10.75,391.45,B,20.32,15,28,32847.0,34.3
65822be2-050e-40ba-93a6-728832fd84f6,36 months,11.99,876.74,B,31.42,15,8,6681.0,45.8
c8ca3eab-023e-4a6b-895c-91102d8a9abb,60 months,18.25,419.97,E,25.15,15,10,614.0,7.3
d30be39d-dd5e-4bbf-867a-95110624b1bd,60 months,17.99,1015.52,D,24.49,16,8,30916.0,90.4
31c6c042-1f88-4438-ab8a-6ad1910e7712,60 months,18.49,513.22,E,25.93,15,26,7997.0,33.6
6d196a9d-805b-45c7-a1c6-e8b2ef70f593,36 months,11.47,659.24,B,29.46,15,9,13110.0,83.5
08a527b9-95f9-45b6-9c4d-6fd66f423da0,36 months,9.16,478.12,B,23.43,20,8,11196.0,29.9
e23922dc-ad2a-426f-b276-f96eea5c9312,36 months,17.99,506.07,D,15.08,22,5,2406.0,38.2
066ce4ae-0937-4eab-a9e9-29e210a255a6,36 months,6.39,458.99,A,20.22,15,6,11647.0,94.7
fe98e23e-7f38-4b28-b420-4118ac39a108,60 months,14.49,940.93,C,7.18,16,13,24282.0,57.1
2ecb6041-fd93-4a1d-86b3-1ee5172d253a,36 months,13.33,257.29,C,20.75,20,6,7367.0,75.2
fd3e7d3a-e01e-4dfc-8f20-f163835e789d,60 months,25.82,298.34,E,19.27,14,17,9038.0,48.3
