id,emp_length,home_ownership,verification_status,purpose
a6083c1b-8e3e-4c7e-90c4-f7912ba5af7a,3years,mortgage,Verified,debt_consolidation
bf7f1ced-9eb4-47cf-b65f-faf39f1dfad9,1year,mortgage,Verified,debt_consolidation
0b413000-64b0-4665-bac7-f0c6fead3d53,<1year,mortgage,Verified,debt_consolidation
dd95e0b4-2ab6-46cf-9f54-a99062825d5b,7years,mortgage,Not Verified,debt_consolidation
7dc552dd-cb7e-42c0-a20a-27c89883aecc,10years,rent,Not Verified,debt_consolidation
f9674abb-7e40-4927-94fc-d216fa680d67,10years,rent,Verified,credit_card
77436dcb-5a3a-4940-867c-2107472bbe5d,10years,rent,Verified,credit_card
e1683f0a-6a4a-40fb-ae3f-46ee65220666,10years,rent,Verified,debt_consolidation
58fe8b09-f456-4938-8b00-b6563d12587b,10years,mortgage,Verified,debt_consolidation
30f84ab4-834f-4a32-80ab-b3c5f9de27f1,<1year,rent,Verified,debt_consolidation
f396aa22-4d7d-4ca2-8466-aad58a292de2,0year,rent,Verified,credit_card
0d61c866-28bb-41a9-8f22-7f0b76d5a16f,2years,own,Verified,debt_consolidation
208ae52a-b5aa-4e92-9578-757b1d30d19e,0year,mortgage,Not Verified,house
481c15ba-2f93-4e62-834b-c3e8579f30a0,10years,mortgage,Verified,credit_card
c8fd865d-67c8-45f6-867c-eb2906b15815,10years,mortgage,Verified,credit_card
4791f54b-4c71-4ae0-8bb3-cd711eb06e1d,10years,own,Not Verified,medical
918d2286-6df2-4a87-aa1e-fa092a4a7722,10years,mortgage,Not Verified,debt_consolidation
62f46448-9202-4466-9345-d2795abb83bd,10years,mortgage,Verified,debt_consolidation
e291206a-d1e1-4db3-baf9-603373e307e2,2years,own,Verified,house
5c27b695-68ad-4a33-a5d7-2ba34502c4b0,0year,own,Verified,car
146d20dd-04a7-4ddb-873e-0390c5dc0ee0,9years,rent,Verified,debt_consolidation
d1988ef9-c9a1-4a3a-8a4c-20e8841f5b4e,3years,rent,Verified,debt_consolidation
5b068078-62dc-4f9f-92d3-aac4135ebcbe,0year,mortgage,Verified,credit_card
c7e8f366-faf6-401f-a080-ed3db9f7bc74,10years,mortgage,Verified,debt_consolidation
f7807a12-aede-480f-b949-12c6a2a99093,0year,rent,Verified,small_business
0fc9b49c-3014-449b-9fad-8b770a9e57d1,10years,rent,Verified,car
38ab550d-c88a-4655-af53-17910c304de0,6years,rent,Verified,credit_card
df49c9a8-a366-45a8-aae5-3b0f3f86769e,3years,mortgage,Not Verified,debt_consolidation
66880b84-255c-4174-8d65-19ba37acc5a2,10years,rent,Verified,other
60cc91bb-7568-4af1-958d-af3f8e6d97e5,10years,mortgage,Not Verified,major_purchase
24518bd4-181a-4ebb-8df9-982dc056f0a9,0year,own,Verified,credit_card
270d5b9b-90af-4311-aa55-55621bced13d,10years,mortgage,Verified,debt_consolidation
7a939f2e-8d1b-4112-861d-d72a963e4227,10years,mortgage,Verified,vacation
066157b7-e0a1-49c7-a6c4-6310e81d45f6,10years,own,Not Verified,credit_card
636af152-9c08-4eb7-a4df-97dfff37b26a,10years,rent,Verified,debt_consolidation
5aa1ca64-3e87-48dd-b48a-8fccda4db567,10years,mortgage,Verified,credit_card
36325cff-6480-462f-b577-49d7d93b4ec2,8years,rent,Verified,car
9ea58b90-db5f-4cf9-a8ab-366c6bb91f72,2years,rent,Not Verified,debt_consolidation
38c9b696-fed3-4a30-a473-203f20fe7245,5years,mortgage,Not Verified,debt_consolidation
94c691c1-b102-4597-8c0c-2bd755b94b8e,<1year,mortgage,Verified,debt_consolidation
3b07d4e4-d58c-4679-b8b9-436d8979c5f3,2years,rent,Verified,credit_card
787f9e90-2c1f-4c83-84f7-5d85b7243d26,10years,mortgage,Verified,debt_consolidation
8f80bc51-58dc-470b-9756-4df922ec74a2,10years,mortgage,Not Verified,house
7ae84eba-a350-4eec-b7d1-3d6de03beac7,2years,rent,Verified,debt_consolidation
142bc18a-9667-4d61-aa73-28afc7233559,2years,mortgage,Verified,other
333e57bc-5e4a-443d-a749-f3c3cfa383b7,<1year,mortgage,Verified,house
7b2ee6fb-e33f-42bf-bbc8-30f2da182b1a,5years,mortgage,Verified,debt_consolidation
0dedcd87-a41c-493d-b205-d4d01c997a4c,2years,rent,Verified,credit_card
e25bcd97-e250-4973-a59b-dfac78660d05,6years,mortgage,Not Verified,debt_consolidation
11bbce85-828e-434e-a66b-ccb47d3d2d65,5years,rent,Verified,debt_consolidation
65822be2-050e-40ba-93a6-728832fd84f6,10years,own,Verified,other
c8ca3eab-023e-4a6b-895c-91102d8a9abb,1year,own,Verified,major_purchase
d30be39d-dd5e-4bbf-867a-95110624b1bd,5years,rent,Verified,debt_consolidation
31c6c042-1f88-4438-ab8a-6ad1910e7712,4years,mortgage,Verified,house
6d196a9d-805b-45c7-a1c6-e8b2ef70f593,10years,rent,Verified,debt_consolidation
08a527b9-95f9-45b6-9c4d-6fd66f423da0,0year,mortgage,Not Verified,debt_consolidation
e23922dc-ad2a-426f-b276-f96eea5c9312,8years,rent,Verified,debt_consolidation
066ce4ae-0937-4eab-a9e9-29e210a255a6,10years,rent,Verified,credit_card
fe98e23e-7f38-4b28-b420-4118ac39a108,2years,rent,Verified,debt_consolidation
2ecb6041-fd93-4a1d-86b3-1ee5172d253a,3years,mortgage,Not Verified,debt_consolidation
fd3e7d3a-e01e-4dfc-8f20-f163835e789d,<1year,rent,Not Verified,debt_consolidation
f38cb41e-142c-4621-ae54-ae0c7dff04ef,0year,rent,Verified,debt_consolidation
d62d8a96-84c3-489b-a12c-440e72445a09,5years,mortgage,Verified,credit_card
75b8931b-601d-425a-8a05-9efd6a9ecb9b,3years,rent,Not Verified,credit_card
145325f1-224b-41ef-a462-23cd16d92417,10years,rent,Not Verified,debt_consolidation
d540f9cd-aeba-46f6-ab38-e14aeab09581,7years,rent,Verified,debt_consolidation
f7c84a13-7a0b-40ca-b306-3f6a14528827,4years,mortgage,Verified,debt_consolidation
e2cb45ba-3649-4cfa-817c-f233ae54ce1f,10years,mortgage,Verified,debt_consolidation
1d1a79a0-81fa-437a-a37b-07f511b45cd6,1year,rent,Verified,debt_consolidation
4379b885-b454-483f-b7aa-92766f99b489,10years,own,Not Verified,medical
40ce8298-89f6-48ab-bb4e-3bf6941db49f,1year,mortgage,Verified,credit_card
1ae2c422-ecf3-4d0e-b5c9-b6de74ebf813,10years,mortgage,Verified,debt_consolidation
86a351fd-d95c-4f11-86a3-8254dc9240e6,0year,mortgage,Not Verified,credit_card
b382ff40-44a1-4111-bac0-92ffea3765f4,1year,rent,Not Verified,debt_consolidation
800a3700-4091-4a14-9eb3-06a48f086f3d,10years,rent,Not Verified,credit_card
97d54b5e-14a0-4bbd-b0c0-8055aa29deb8,3years,rent,Not Verified,debt_consolidation
fd3c47da-80e4-4783-af77-fa09fae0cbe1,2years,mortgage,Not Verified,debt_consolidation
1a862b00-071c-45ef-b4d8-84426ba74080,4years,rent,Not Verified,car
18434d3c-667e-4ff3-9102-50ee1331e483,10years,own,Not Verified,house
f7d2e1d4-8140-46cb-aa3a-732f862dff4b,10years,mortgage,Verified,debt_consolidation
cd2325f4-225f-4ca1-ab21-0224d5a09410,4years,mortgage,Verified,debt_consolidation
f03fd669-3ab4-4fc0-a1b3-b1a3a07adb2e,10years,mortgage,Not Verified,house
7e642e28-f958-4649-831f-6b675a358e5c,8years,own,Verified,credit_card
82abea6c-f6ee-4dab-99a1-e0986b11f343,10years,own,Verified,credit_card
33ba80a1-4f7d-4425-ade5-5d7035350dca,9years,mortgage,Verified,house
b5f917cd-2302-4084-8486-203624b6aba7,<1year,rent,Not Verified,debt_consolidation
ce6cea6f-6dc1-43ac-b8cd-3a95e70c1473,1year,mortgage,Verified,credit_card
5fb986c8-8af9-428b-933f-ca2a38444a4e,9years,own,Verified,debt_consolidation
b75114b3-3200-4dae-bd35-e1ee1c894a68,10years,mortgage,Not Verified,credit_card
fab9e7b6-aa42-445c-948d-233d8f2466e5,2years,rent,Verified,debt_consolidation
bfbef1ee-1561-41bc-8389-dcfc17c3cc7b,10years,rent,Not Verified,debt_consolidation
51b0a39f-835b-4f04-a938-89f2cfb6d67c,10years,rent,Verified,credit_card
5d2512a7-590f-437a-b0c3-9f4c57077b63,10years,mortgage,Verified,debt_consolidation
1857737b-4765-4f89-914f-e8ae11316ffe,5years,own,Not Verified,medical
083f8127-f7fc-4cbd-841a-f8e0c5763e1d,3years,rent,Not Verified,credit_card
4e32993d-78ca-4092-949b-2a0ab19eb1f3,7years,rent,Verified,credit_card
226893a1-aebd-4649-ad02-f03c27a727af,2years,own,Verified,credit_card
eb6da5bb-c7e8-40a3-9361-93c7622ab597,5years,rent,Verified,debt_consolidation
e60ccf12-ab12-446e-9ecf-5ee3a1ce8f56,2years,rent,Not Verified,credit_card
9b72634c-aa74-42f6-ad6f-56941316263c,5years,rent,Verified,debt_consolidation
43f52ceb-c7b6-49d5-a74e-9a7e702d76b9,1year,mortgage,Verified,debt_consolidation
bd7c7a50-a088-41fd-9eb1-65e03a1f5c57,6years,mortgage,Verified,credit_card
4473f7dd-81ff-4211-be56-709a107f3ee7,5years,mortgage,Not Verified,credit_card
64da14d4-b7e1-4ff1-a9a0-9f3f20beb8b9,10years,mortgage,Not Verified,debt_consolidation
81785133-c758-402d-afd3-4b7cedb921a0,10years,mortgage,Not Verified,debt_consolidation
61c118e3-2acb-4801-8789-d947db0fec27,8years,mortgage,Verified,other
f1679fb9-81a9-4b1c-9d3e-54a70392e8fc,2years,mortgage,Not Verified,debt_consolidation
a3446b98-7fc8-4ed8-8c31-ad78b1af1f32,3years,own,Verified,car
360ea943-b113-480d-8f13-13a8cf58fc8b,4years,rent,Not Verified,debt_consolidation
7dea2826-8b02-4571-9ca5-daecddce0747,2years,mortgage,Verified,debt_consolidation
00636d74-b685-448b-b3e8-ac6f27bf31ca,10years,mortgage,Not Verified,debt_consolidation
65b39dc9-e1fb-41e3-87e1-6f7baed09e06,10years,mortgage,Not Verified,debt_consolidation
c61d6d3c-e1df-44b7-a524-4ab555c523e5,8years,mortgage,Verified,debt_consolidation
7883147c-a28d-4de7-8f45-3a239b2c75b8,2years,mortgage,Not Verified,other
46944084-acd9-4f12-bf74-53840eb40bf6,10years,rent,Verified,credit_card
359e57d1-d47d-4d5c-8b27-f0776a08a2ae,5years,mortgage,Verified,debt_consolidation
d217c8b8-ba94-4338-9759-7b693b0d1d6a,7years,rent,Verified,other
a73b8ce6-ee47-4cbf-9678-36b9f0bb963f,5years,rent,Not Verified,credit_card
c763e5f7-0be6-4a7d-8dfe-f521a47f540b,0year,own,Verified,debt_consolidation
4d994448-0073-492a-921b-42767ad415ae,4years,mortgage,Verified,debt_consolidation
9495fedf-3af9-414a-9c2a-375351de9880,1year,own,Verified,house
1edeff84-6ff0-49a8-afca-a94e9db08114,3years,mortgage,Verified,house
b3abe4d2-1975-460d-bc55-9f8d8fa8550c,4years,rent,Verified,debt_consolidation
a80a76ca-9c90-4cf5-baa6-949e7523b6e5,3years,rent,Verified,debt_consolidation
b2868516-f88b-4730-a652-e3c1b4b35bdf,0year,mortgage,Verified,debt_consolidation
004f723d-abc1-4cee-b230-3411364c6548,7years,own,Verified,debt_consolidation
dcc786cc-f776-46e6-b213-58be8c01bfd2,10years,mortgage,Verified,debt_consolidation
3dd0a400-d23a-4c44-8a1c-65d77ee7b887,2years,rent,Verified,credit_card
316b5803-8300-4c1b-afb4-c1c01ba02fb8,3years,rent,Verified,debt_consolidation
ab2ab502-5101-48fb-a272-3559cf04e7ab,5years,own,Verified,debt_consolidation
c7ad01a4-748b-4716-b5c2-c7bcad2226ff,9years,rent,Not Verified,major_purchase
7299a337-1699-431f-a6bd-9fbb6dac9963,1year,rent,Verified,credit_card
